Simulacao,Tempo_Execucao_Segundos,Media_Tempo_Cumulativa,Acuracia,Media_Acuracia_Cumulativa
87,108.20866107940674,125.26195744810433,0.9593672053849045,0.9596263336879758
88,146.08856201171875,125.4986234090545,0.960911606929306,0.9596409390657178
89,103.15243268013,125.24754261434748,0.9594355417364266,0.9596386312305571
90,113.17293691635132,125.11338032881419,0.9603580824819763,0.9596466251333506
91,145.05186772346497,125.33248458589826,0.9611507841596337,0.9596631543534196
92,106.48764228820801,125.12764934353207,0.9592988690333824,0.9596591947303758
93,109.30070042610168,124.95746709710808,0.958478832815116,0.9596465026667708
94,110.732661485672,124.80613937783748,0.9597635562237332,0.9596477479173767
95,109.85524415969849,124.64876153343602,0.9598387262104077,0.9596497582151982
96,152.32166290283203,124.93702092270057,0.9604674206444118,0.9596582755321693
97,147.44822120666504,125.16909515243216,0.9599617316431476,0.9596614039456846
98,106.78961062431335,124.98154939194114,0.9599685652782998,0.959664538244997
99,136.65485072135925,125.09946152658173,0.9605767588068473,0.9596737525941067
100,105.44860577583313,124.90295296907425,0.9607681005911094,0.9596846960740767
